BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BARRAGE,SPEED,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,HEAL,HEAL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,HEAL,UWALL,HEAL,EMPTY,EMPTY,HEAL,UWALL,HEAL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,UWALL,UWALL,UWALL,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,HEAL,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,SPEED,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,HEAL,UWALL,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,HEAL,UWALL,HEAL,EMPTY,PLAYER2,BORDER
BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER
