BORDER,EMPTY,EMPTY,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,PLAYER1,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,HEAL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,PLAYER2,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,UWALL,BWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,UWALL,HEAL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,HEAL,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,UWALL,HEAL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,HEAL,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,UWALL,UWALL,UWALL,BWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,BORDER
BORDER,HEAL,EMPTY,HEAL,EMPTY,HEAL,EMPTY,EMPTY,HEAL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,BWALL,BWALL,BWALL,BWALL,BARRAGE,BWALL,BWALL,BWALL,BWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,SPEED,BORDER
BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER
