BORDER,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,PLAYER1,EMPTY,EMPTY,EMPTY,PLAYER2,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,BWALL,BWALL,BWALL,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,BWALL,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,SPEED,EMPTY,EMPTY,EMPTY,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,SPEED,BWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,UWALL,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,BORDER
BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER,BORDER
